subject,subject_slug,school_id,unit,lesson_number,lesson_title,lesson_id,question_index,pastPaper,question_type,question_text
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,3,Writing a Language Analysis Response,406323f8-857c-43e9-a2d4-4298d0a13279,1,AQA 2026 Sample,8 marks — Explain,"Look in detail at this extract, from lines 10 to 19 of the source:

How does the writer use language here to describe the hyena's appearance?

You cou"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,7,Writing an Evaluation Response,8e89ac3b-6b3b-41f9-bf6e-ca7786fe8fec,0,AQA 8700/1 2026 SAMs,20 marks — Evaluate,"For this question focus on the second part of the source, from line 20 to the end.

In this part of the source, the hyena could be seen as funny or th"
English Language,english-language,,Paper 1: Reading,1,Explicit and Implicit Information,83ab6156-e0e5-4011-bb79-2c7a70bbdc41,0,AQA 2026 Sample Paper 1,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question.

Tick one box for each question.

(a) What worries Pi "
English Language,english-language,,Paper 1: Reading,1,Explicit and Implicit Information,83ab6156-e0e5-4011-bb79-2c7a70bbdc41,1,AQA 2026 Sample Paper 2,4 marks — Multiple Choice,"Read again the first part of Source A from lines 1 to 7.

Choose four statements below which are true.

A: The writer is at the start of his train jou"
English Language,english-language,,Paper 1: Reading,4,Structural Analysis: Beginnings and Endings,ebc4af76-b93b-4eb6-9d53-cdbfb14a85fc,0,AQA 8700/1 Sample 2026,8 marks — Analyse Structure,"You now need to think about the structure of the source as a whole.

The text is from the middle of a novel.

How has the writer structured the text t"
English Language,english-language,,Paper 1: Reading,8,Exam Skills: Paper 1 Reading Walkthrough,64343335-0e27-4e56-9d83-940f8517b34a,0,AQA 2026 Sample,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question. Tick one box for each question.

(a) What worries Pi a"
English Language,english-language,,Paper 1: Reading,8,Exam Skills: Paper 1 Reading Walkthrough,64343335-0e27-4e56-9d83-940f8517b34a,1,AQA 2026 Sample,8 marks — Analyse Language,"Look in detail at this extract, from lines 10 to 19 of the source:

How does the writer use language here to describe the hyena's appearance?

You cou"
English Language,english-language,,Paper 1: Reading,8,Exam Skills: Paper 1 Reading Walkthrough,64343335-0e27-4e56-9d83-940f8517b34a,2,AQA 2026 Sample,8 marks — Analyse Structure,"You now need to think about the structure of the source as a whole.

The text is from the middle of a novel.

How has the writer structured the text t"
English Language,english-language,,Paper 1: Reading,8,Exam Skills: Paper 1 Reading Walkthrough,64343335-0e27-4e56-9d83-940f8517b34a,3,AQA 2026 Sample,20 marks — Evaluate,"For this question focus on the second part of the source, from line 20 to the end.

In this part of the source, the hyena could be seen as funny or th"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,3,Inference Writing — Extending Your Analysis,394512ef-1337-4f37-ad3d-0bf224df936a,0,AQA 2026 Sample,8 marks — Inference and Synthesis,"You need to refer to Source A and Source B for this question.

The writers in Source A and Source B are travelling on different types of trains.

What"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,5,Writing a Non-Fiction Language Analysis,f21bff06-fd05-4fe4-a89e-abc573e2ddd7,0,AQA 2026 Sample,12 marks — Explain,"You now need to refer only to Source A from lines 12 to 23.

How does the writer use language to describe the train crash?

[12 marks]"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,7,Writing a Comparison Response,f692070d-bbb9-4234-a03e-4006da1c1500,0,AQA 2026 Sample,16 marks — Compare,"For this question, you need to refer to the whole of Source A, together with the whole of Source B.

Compare how the writers convey their different fe"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Writing: Transactional Writing,1,"Introduction to Rhetoric — Ethos, Logos, Pathos",9cea9234-9798-4fae-9700-4b759b353743,5,AQA 2026 Sample Paper,12+4 SPaG marks — Extended Writing,"'Cars are convenient, comfortable and save time. However, we need to use them less by making public transport such as trains, trams and buses cheaper,"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,8,Napoleon's Cult of Personality,b8e74bc1-70e8-44fa-8774-d9ad427e05aa,2,AQA 2014 SAMS,34 marks — Essay with SPaG,How does Orwell use the character of Napoleon to explore ideas about power and control in Animal Farm? Write about: how Orwell presents the character 
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS1: Musical Forms and Devices,4,Bach: Badinerie — Set Work Study,6691e179-9df3-4bed-a218-d81d4344898a,1,Eduqas Autumn 2020,4 marks — Short Feature Identification (give bar numbers or identify features),"Give a bar number where one example of each of the following musical features occurs: (i) a natural sign, (ii) a slur mark, (iii) a demisemiquaver."
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS1: Musical Forms and Devices,4,Bach: Badinerie — Set Work Study,6691e179-9df3-4bed-a218-d81d4344898a,2,Eduqas Autumn 2020,4 marks — Short Feature Identification (give bar numbers or identify features),"The extract begins in F# minor. Other than B minor, name two keys to which the music modulates during Section B."
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS1: Musical Forms and Devices,4,Bach: Badinerie — Set Work Study,6691e179-9df3-4bed-a218-d81d4344898a,3,Eduqas Autumn 2020,4 marks — Short Feature Identification (give bar numbers or identify features),Describe two musical features of the Badinerie which are typical of Baroque music.
Geography,geography,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1: Physical Geography,3,Earthquake Case Studies: Haiti & Christchurch,23297e8d-5eb8-426d-8cdd-c1cbb21b464e,4,AQA 2019 Paper 1,6 marks — Explain,"Using a named example you have studied, explain why the effects of an earthquake are often worse in low-income countries (LICs)."
Geography,geography,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1: Physical Geography,4,Managing Tectonic Hazards: The Three Ps,151bbb5b-d7cb-4b3d-befc-272718452448,3,AQA Sample Paper 1,4 marks — Describe,Describe how communities can plan for tectonic hazards.
Geography,geography,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1: Physical Geography,10,Tropical Rainforests: Characteristics & Adaptations,953f5dfb-7697-4ebc-a89e-9a6fcee88058,4,AQA Paper 1 2019,6 marks — Explain,Explain how plants and animals have adapted to the physical conditions in the tropical rainforest. Use examples in your answer.
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS4: Popular Music,4,Fusion and Bhangra,5732c75e-31f1-4aa8-b4d8-830019bf842f,2,Eduqas 2023,4 marks — Short Feature Identification (give bar numbers or identify features),Describe three features of bhangra heard during the extract.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Health & the People,4,Public Health & the Black Death,117b258b-45f0-46f9-8381-8373a0f759e5,1,AQA June 2024,8 marks — Explain two similarities,Explain two ways in which plague in the Middle Ages and the Cholera epidemics of the 19th century were similar.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Health & the People,4,Public Health & the Black Death,117b258b-45f0-46f9-8381-8373a0f759e5,2,AQA Sample Set 1,8 marks — Explain two similarities,Explain two ways in which the Black Death in the Middle Ages and the Cholera epidemics in the 19th century were similar.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Elizabethan England,1,Elizabeth’s Accession & Early Problems,7c8e7ffd-37d4-4ae8-a44f-f7ceaf3a0870,0,AQA November 2021,8 marks — Write an account,Write an account of the difficulties which faced Queen Elizabeth as a female ruler.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,"America, 1920–1973",1,The 1920s Boom,42e9f86f-2ce2-49d1-ad1c-49b134b44c5e,2,AQA November 2020,8 marks — In what ways,In what ways were the lives of Americans affected by the economic boom of the 1920s? Explain your answer.
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,Musical Elements and Listening Skills,5,Instruments and Timbre,b47be7c1-0f61-4f8f-8173-bff371dd0582,4,Eduqas Autumn 2020 Q2a,"1 mark — Identification (bar number, instrument, key etc.)",Listen to the extract. Which instrument family is playing the melody?
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,Musical Elements and Listening Skills,5,Instruments and Timbre,b47be7c1-0f61-4f8f-8173-bff371dd0582,5,Eduqas Autumn 2020 Q2b,"1 mark — Identification (bar number, instrument, key etc.)",Listen to the extract. Name the solo instrument.
Religious Studies,religious-education,a5414d1c-8841-4bc5-8573-a9756752361b,Islam: Practices,5,Festivals and Commemorations,2cb81065-b9c3-43e8-9b90-d4322738dbe3,2,AQA Specimen,4 marks — Explain Similarities & Differences,Explain two different ways in which Muslims commemorate the festival of Ashura.
Science,science,a5414d1c-8841-4bc5-8573-a9756752361b,Physics Paper 1,8,"Atomic Structure, Radioactivity and Half-Life",63ceb613-0892-4da3-ad3d-772f872987d1,5,AQA Combined Science,6 marks — Extended Response,Radium-226 was discovered by Marie Curie in 1898. Her laboratory notebooks were contaminated with radium-226 and are still hazardous today. Radium-226
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,2,The 'Big 5' Language Techniques,7bde7cfd-c3d0-484f-a566-b02308fff193,0,AQA 2026 Sample Paper 1,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question.
Tick one box for each question.

What worries Pi about"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,2,The 'Big 5' Language Techniques,7bde7cfd-c3d0-484f-a566-b02308fff193,1,AQA 2026 Sample Paper 1,8 marks — Analyse Language,"Look in detail at this extract, from lines 10 to 19 of the source:

How does the writer use language here to describe the hyena's appearance?

You cou"
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,7,Reducing Risk & Emergency Action Plans,f8ff64d0-099a-4b97-98bc-6a0ad55a9b5b,0,OCR January 2024,1 mark — Identify,"Which one of the following is not a component of an emergency action plan?

A) Emergency Communication
B) Emergency Personnel
C) Emergency Contact
D) "
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,7,Reducing Risk & Emergency Action Plans,f8ff64d0-099a-4b97-98bc-6a0ad55a9b5b,2,OCR June 2024,3 marks — Describe,Explain the main purpose of a risk assessment.
Sport Science,sport-science,a5414d1c-8841-4bc5-8573-a9756752361b,R180: Reducing the Risk of Sports Injuries,7,Reducing Risk & Emergency Action Plans,f8ff64d0-099a-4b97-98bc-6a0ad55a9b5b,5,OCR January 2025,8 marks — Discuss*,Discuss the importance of risk assessments and emergency action plans in reducing the risk and severity of sports injuries.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 2: Building a Business,8,Place,6b6529ae-5d11-4a72-8593-b6821e8f27fe,1,Edexcel Sample,2 marks — Outline,Outline one disadvantage to SportShoes.com of not having physical premises.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 2: Building a Business,8,Place,6b6529ae-5d11-4a72-8593-b6821e8f27fe,3,Edexcel Sample,3 marks — Explain,Explain one drawback for a business of using retailing as its main way of selling goods and services.
Business Studies,business,a5414d1c-8841-4bc5-8573-a9756752361b,Theme 2: Building a Business,8,Place,6b6529ae-5d11-4a72-8593-b6821e8f27fe,4,Edexcel Sample,6 marks — Discuss,Discuss the benefit to a business of using e-commerce.
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS1: Musical Forms and Devices,3,Musical Devices,94800fa8-acb2-4914-8301-584445201e64,4,Eduqas Autumn 2020 Q1d,12 marks — Prepared Extract with Score (multiple sub-questions),Give a bar number during the extract where one example of the following musical features occurs: an ascending sequence.
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS1: Musical Forms and Devices,2,Rondo and Theme and Variations,f5d8f6f1-327c-49bf-8183-6e33581f4dc5,5,Eduqas Sample/Practice Paper,"1 mark — Identification (bar number, instrument, key etc.)","Underline the structure of the Minuet, from which this extract is taken.

Binary Ternary Rondo Theme and variations"
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS2: Music for Ensemble,1,Ensemble Types and Textures,c4f80dd6-8db5-40ee-9ea8-1a4e85c76709,0,Eduqas Autumn 2020,"1 mark — Identification (bar number, instrument, key etc.)",State the name of the instrument that provides the melody during the extract.
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS2: Music for Ensemble,1,Ensemble Types and Textures,c4f80dd6-8db5-40ee-9ea8-1a4e85c76709,1,Eduqas Autumn 2020,1 mark — Multiple Choice / One-word Answer,"Underline the musical texture used throughout the extract.

Monophonic    Homophonic    Polyphonic"
Music,gcse-music,a5414d1c-8841-4bc5-8573-a9756752361b,AoS2: Music for Ensemble,1,Ensemble Types and Textures,c4f80dd6-8db5-40ee-9ea8-1a4e85c76709,2,Eduqas Autumn 2020,4 marks — Short Feature Identification (give bar numbers or identify features),"Describe the melody and accompaniment in this chamber music extract. Do not repeat answers from any of the previous questions.
(a) Melody [3 marks]
(b"
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,13,The Nazi-Soviet Pact,777d740c-ee8a-4752-a7c4-e8ff98e0d726,0,AQA November 2021,8 marks — Write an account,Write an account of how the Nazi-Soviet Pact led to war.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,13,The Nazi-Soviet Pact,777d740c-ee8a-4752-a7c4-e8ff98e0d726,3,AQA Sample Set 1,16 marks (+4 SPaG) — How far do you agree?,‘The Nazi-Soviet Pact was the main reason for the outbreak of the Second World War in 1939.’ How far do you agree?
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,1,The Peacemakers & the 14 Points,00572762-11a1-49a4-b64c-720cf4790bb5,0,AQA June 2023,8 marks — Write an account,Write an account of the problems facing the peacemakers in 1919.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,1,The Peacemakers & the 14 Points,00572762-11a1-49a4-b64c-720cf4790bb5,3,AQA June 2024,16 marks (+4 SPaG) — How far do you agree?,‘The main reason why the Treaty of Versailles was hated by the Germans was because of what it did to their armed forces.’ How far do you agree?
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,1,The Peacemakers & the 14 Points,00572762-11a1-49a4-b64c-720cf4790bb5,4,AQA June 2022,16 marks (+4 SPaG) — How far do you agree?,‘The loss of territory was the main reason why Germans hated the Treaty of Versailles.’ How far do you agree?
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,1,The Peacemakers & the 14 Points,00572762-11a1-49a4-b64c-720cf4790bb5,5,AQA November 2020,16 marks (+4 SPaG) — How far do you agree?,‘The payment of reparations was the main reason Germany objected to the Treaty of Versailles.’ How far do you agree?
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,6,The League in the 1920s,b67b37cc-2d42-4900-8023-d969dd16caf7,0,AQA June 2022,8 marks — Write an account,Write an account of how the League of Nations contributed to international peace in the 1920s.
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,8,Paper 1 Reading Practice — Full Section A,24e32f06-4dae-41e5-9a00-83efe658a31a,0,AQA 2026 Sample,4 marks — Multiple Choice,"Read again the first part of the source, from lines 1 to 9.

Answer all parts of this question. Tick one box for each question.

(a) What worries Pi a"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,8,Paper 1 Reading Practice — Full Section A,24e32f06-4dae-41e5-9a00-83efe658a31a,1,AQA 2026 Sample,8 marks — Analyse Language,"Look in detail at this extract, from lines 10 to 19 of the source:

How does the writer use language here to describe the hyena's appearance?

You cou"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,8,Paper 1 Reading Practice — Full Section A,24e32f06-4dae-41e5-9a00-83efe658a31a,2,AQA 2026 Sample,8 marks — Analyse Structure,"You now need to think about the structure of the source as a whole.

The text is from the middle of a novel.

How has the writer structured the text t"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,8,Paper 1 Reading Practice — Full Section A,24e32f06-4dae-41e5-9a00-83efe658a31a,3,AQA 2026 Sample,20 marks — Evaluate,"For this question focus on the second part of the source, from line 20 to the end.

In this part of the source, the hyena could be seen as funny or th"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Writing: Transactional Writing,5,Writing Speeches and Essays,9a2a76f3-5b24-43e6-904a-fe63c7bf21a8,0,AQA 2026 Sample,40 marks — Transactional Writing,"'Cars are convenient, comfortable and save time. However, we need to use them less by making public transport such as trains, trams and buses cheaper,"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Writing: Transactional Writing,7,Transactional Writing Practice — Full Response,3a490b18-e7ac-4d16-b7c9-a8052bd87692,0,AQA 2026 Sample,Extended (12+4 SPaG),"'Cars are convenient, comfortable and save time. However, we need to use them less by making public transport such as trains, trams and buses cheaper,"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,9,The Death of Boxer & Betrayal,ca408a9a-327d-4627-9ffe-55f5b713545d,2,AQA 2021,34 marks — Essay with SPaG,"How far does Orwell present Boxer as a sympathetic character in Animal Farm? Write about: what Boxer says and does, and how far Orwell presents Boxer "
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,10,Hitler’s Aims & Rearmament,84a7310a-ebb4-4477-8a1f-7ac7bdfdd978,3,AQA June 2023,16 marks (+4 SPaG) — How far do you agree?,‘German rearmament was the main cause of increased tension in Europe before the Second World War.’ How far do you agree?
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,2,The Treaty of Versailles,58d6352e-d755-4d87-85bf-33a2ddb62492,3,AQA Sample Set 2,16 marks (+4 SPaG) — How far do you agree?,‘The main reason why Germany hated the Treaty of Versailles was because of its military terms.’ How far do you agree?
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,6,Perspective and Comparison Skills,4d615b00-49f2-43c9-9055-83d2e1335f30,0,AQA 2026 Sample,16 marks — Compare Perspectives,"For this question, you need to refer to the whole of Source A, together with the whole of Source B.

Compare how the writers convey their different fe"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,6,Perspective and Comparison Skills,4d615b00-49f2-43c9-9055-83d2e1335f30,1,AQA 2026 Sample,8 marks — Synthesis and Inference,"You need to refer to Source A and Source B for this question.

The writers in Source A and Source B are travelling on different types of trains.

What"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,A Christmas Carol,7,Characters & Relationships,1424dfaf-3ef9-4007-834c-7c365b36ae09,2,AQA specimen,8 marks — Extract Analysis,"Read the following extract from Stave 3 about the Cratchit family Christmas:

“Bob held his withered little hand in his, as if he loved the child, and"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,1,"Context, Allegory & Orwell's Purpose",e3bdb2b8-d651-4800-9701-29d0e4159641,4,AQA 2018,34 marks — Essay with SPaG,"How does Orwell use events in Animal Farm to explore ideas about revolution?

Write about:
• some of the events in the book
• how Orwell uses these ev"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,1,"Context, Allegory & Orwell's Purpose",e3bdb2b8-d651-4800-9701-29d0e4159641,5,AQA 2014 SAMs,34 marks — Essay with SPaG,"'All animals are equal, but some are more equal than others.' How far is this idea important in Animal Farm?

Write about:
• what you think Orwell is "
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,5,The League of Nations,39bf0c72-be38-4f09-a709-786e19e817bf,3,AQA November 2021,16 marks (+4 SPaG) — How far do you agree?,‘The main reason why the League of Nations failed was because of how it was organised.’ How far do you agree?
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Reading: Non-Fiction Analysis,1,True or False — Identifying Statements,f1c7eb26-0eda-4bc9-b2e5-765d45695fd8,0,AQA 2026 Sample,1 mark — Define,"Read again the first part of Source A from lines 1 to 7.

Choose four statements below which are true.

• Shade the circles in the boxes of the ones t"
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 2 Writing: Transactional Writing,6,"Technical Accuracy — Vocabulary, Sentences and Punctuation",68e41b2f-7a1c-46ea-a900-3d5e1f656816,0,AQA 2026 Sample,40 marks — Transactional Writing,"'Cars are convenient, comfortable and save time. However, we need to use them less by making public transport such as trains, trams and buses cheaper,"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,4,The Battle of the Cowshed & Snowball's Leadership,1ccb1a24-4de7-44df-9d77-48ce1d099c4a,1,AQA 2022,8 marks — Extract Analysis,"How far does Orwell present Snowball as the hero of Animal Farm?

Write about:
• what Snowball says and does
• how far Orwell presents Snowball as the"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,4,The Battle of the Cowshed & Snowball's Leadership,1ccb1a24-4de7-44df-9d77-48ce1d099c4a,4,AQA 2017,34 marks — Essay with SPaG,"How does Orwell use the character of Snowball to explore ideas about leadership in Animal Farm?

Write about:
• what Snowball says and does and what h"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,4,The Battle of the Cowshed & Snowball's Leadership,1ccb1a24-4de7-44df-9d77-48ce1d099c4a,5,AQA 2020,34 marks — Essay with SPaG,"How does Orwell present relationships between the humans and the animals in Animal Farm?

Write about:
• the relationships between the humans and the "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,6,The Windmill & Boxer's Exploitation,3a5ac98e-d0c0-48a2-b627-ac38f1560fe9,4,AQA 2021,34 marks — Essay with SPaG,"How far does Orwell present Boxer as a sympathetic character in Animal Farm? Write about: what Boxer says and does, and how far Orwell presents Boxer "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,7,The Purges & Terror,2a817043-5794-4c6b-9574-f1775f3ad65e,2,AQA 2018,34 marks — Essay with SPaG,"How does Orwell use the character of Squealer to explore ideas about truth and lies in Animal Farm? Write about: what Squealer says and does, and how "
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,10,The Ending & the Moral,f8b7c82c-cfa0-4f3b-8a46-87a845392f30,1,AQA 2017,34 marks — Essay with SPaG,'Orwell creates a shocking and unexpected ending to Animal Farm.' How far do you agree with this statement? Write about: what happens towards the end 
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,10,The Ending & the Moral,f8b7c82c-cfa0-4f3b-8a46-87a845392f30,2,AQA 2019,8 marks — Extract Analysis,"Starting with the final chapter, explore how Orwell presents the failure of the rebellion in Animal Farm. Write about: the ways the rebellion fails, a"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,10,The Ending & the Moral,f8b7c82c-cfa0-4f3b-8a46-87a845392f30,3,AQA 2023,34 marks — Essay with SPaG,"How does Orwell use what happens to the Seven Commandments to explore ideas about the revolution? Write about: what happens to the Seven Commandments,"
English Literature,english-literature,a5414d1c-8841-4bc5-8573-a9756752361b,Animal Farm,10,The Ending & the Moral,f8b7c82c-cfa0-4f3b-8a46-87a845392f30,5,AQA 2018,12 marks — Extended Response,"How does Orwell use events in Animal Farm to explore ideas about revolution? Write about: some of the events in the book, and how Orwell uses these ev"
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,12,Appeasement & the Sudetenland,8505f8f5-f0f3-4bba-82e2-09fb75328179,0,AQA June 2024,8 marks — Write an account,Write an account of how Anschluss between Germany and Austria affected international relations.
History,history,a5414d1c-8841-4bc5-8573-a9756752361b,Conflict & Tension,12,Appeasement & the Sudetenland,8505f8f5-f0f3-4bba-82e2-09fb75328179,1,AQA Sample Set 2,8 marks — Write an account,Write an account of how problems relating to the Sudetenland led to an international crisis in 1938.
Creative iMedia,creative-imedia,a5414d1c-8841-4bc5-8573-a9756752361b,Product Design,4,Research Methods: Primary and Secondary,bf9cd17b-e5c9-4c3d-8e14-2b4b603b0899,0,OCR Sample,1 mark — Identify,Identify one secondary research source a media producer could use.
English Language,english-language,a5414d1c-8841-4bc5-8573-a9756752361b,Paper 1 Reading: Analysing Fiction,4,Structural Features and the 'Big 5' for Structure,343a428e-c3aa-4cfa-b195-cf08bf880e9d,0,AQA 8700/1 Sample 2026,8 marks — Analyse Structure,"You now need to think about the structure of the source as a whole.

The text is from the middle of a novel.

How has the writer structured the text t"
